tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2013-540,Wimbledon,Grass,128,G,20130624,11,103484,,,James Blake,R,185,USA,33.48939083,87,583,105217,,,Thiemo De Bakker,R,193,NED,24.76112252,93,569,6-1 6-3 6-2,5,R128,71,7,1,65,34,30,20,12,1,1,7,3,83,53,30,14,12,11,17
2013-540,Wimbledon,Grass,128,G,20130624,12,106071,,,Bernard Tomic,R,193,AUS,20.67351129,59,780,105023,21,,Sam Querrey,R,198,USA,25.71389459,19,1810,7-6(6) 7-6(3) 3-6 2-6 6-3,5,R128,154,11,2,156,122,86,20,25,9,13,36,5,149,95,81,28,25,6,8
2013-540,Wimbledon,Grass,128,G,20130624,13,104731,27,,Kevin Anderson,R,203,RSA,27.10198494,23,1510,103694,,LL,Olivier Rochus,R,168,BEL,32.42984257,143,380,6-4 6-2 6-1,5,R128,78,28,2,60,43,39,14,13,0,0,0,0,93,58,30,17,12,5,10
2013-540,Wimbledon,Grass,128,G,20130624,14,104308,,Q,Michal Przysiezny,R,185,POL,29.35249829,127,445,104332,,,Philipp Petzschner,R,185,GER,29.25119781,141,388,6-3 7-6(6) 6-0,5,R128,94,4,2,80,45,41,21,14,3,4,3,0,74,48,31,11,13,3,8
2013-540,Wimbledon,Grass,128,G,20130624,15,104978,,,Daniel Brands,R,196,GER,25.93839836,57,803,104593,,,Daniel Gimeno Traver,R,185,ESP,27.87953457,56,807,7-6(5) 6-7(4) 6-7(5) 6-1 6-4,5,R128,182,19,3,175,113,90,38,27,4,4,20,3,174,120,93,27,26,5,8
2013-540,Wimbledon,Grass,128,G,20130624,16,104607,7,,Tomas Berdych,R,196,CZE,27.76728268,6,4515,105373,,,Martin Klizan,L,190,SVK,23.95345654,36,1090,6-3 6-4 6-4,5,R128,110,6,1,82,51,47,17,15,3,3,5,6,97,62,38,18,14,6,9
2013-540,Wimbledon,Grass,128,G,20130624,17,103970,4,,David Ferrer,R,175,ESP,31.22792608,4,7220,104651,,,Martin Alund,R,,ARG,27.4934976,101,550,6-1 4-6 7-5 6-2,5,R128,129,7,6,100,68,57,15,19,1,3,8,2,110,81,53,13,18,6,12
2013-540,Wimbledon,Grass,128,G,20130624,18,105138,,,Roberto Bautista Agut,R,,ESP,25.19370294,60,778,104559,,Q,Teymuraz Gabashvili,R,188,RUS,28.08761123,137,404,6-3 6-4 7-6(3),5,R128,149,6,1,117,88,63,16,16,6,8,5,5,106,62,40,21,15,6,10
2013-540,Wimbledon,Grass,128,G,20130624,19,105053,,,Santiago Giraldo,R,188,COL,25.5742642,91,570,104547,,,Horacio Zeballos,L,188,ARG,28.15879535,52,859,3-6 7-6(4) 6-7(6) 6-1 6-3,5,R128,186,13,0,144,105,76,30,24,7,9,17,6,155,94,66,37,25,4,9
2013-540,Wimbledon,Grass,128,G,20130624,20,105238,26,,Alexandr Dolgopolov,R,180,UKR,24.62696783,24,1500,105671,,,Gastao Elias,R,178,POR,22.58179329,122,461,6-1 7-6(2) 6-2,5,R128,80,7,0,74,47,38,19,14,1,2,0,6,86,37,22,26,13,5,10
2013-540,Wimbledon,Grass,128,G,20130624,21,105683,17,,Milos Raonic,R,196,CAN,22.49144422,15,2225,104122,,,Carlos Berlocq,R,183,ARG,30.38740589,74,690,6-4 6-3 6-3,5,R128,106,19,5,72,51,45,13,14,1,1,4,2,104,67,42,18,14,8,12
2013-540,Wimbledon,Grass,128,G,20130624,22,104997,,,Igor Sijsling,R,190,NED,25.85078713,64,747,104864,,Q,Alex Kuznetsov,R,183,USA,26.38193018,173,292,6-3 6-4 6-4,5,R128,93,12,9,102,61,49,21,15,6,6,8,1,77,47,39,11,14,1,4
2013-540,Wimbledon,Grass,128,G,20130624,23,106045,,Q,Denis Kudla,R,180,USA,20.85147159,105,538,105902,,Q,James Duckworth,R,183,AUS,21.42368241,174,291,6-4 6-2 3-6 4-6 6-1,5,R128,161,5,3,152,92,63,35,23,13,17,19,5,135,78,63,20,22,8,15
2013-540,Wimbledon,Grass,128,G,20130624,24,104471,,,Ivan Dodig,R,183,CRO,28.47364819,49,888,104259,16,,Philipp Kohlschreiber,R,178,GER,29.68925394,18,1885,4-6 6-7(6) 7-6(3) 6-3 2-1 RET,5,R128,184,20,8,155,101,84,25,23,5,6,14,3,168,96,75,37,23,10,12
2013-540,Wimbledon,Grass,128,G,20130624,25,105453,12,,Kei Nishikori,R,178,JPN,23.48528405,11,2495,105051,,WC,Matthew Ebden,R,188,AUS,25.57700205,110,518,6-2 6-4 6-3,5,R128,101,1,2,81,54,37,19,13,1,2,8,6,94,57,39,12,14,5,11
2013-540,Wimbledon,Grass,128,G,20130624,26,104919,,,Leonardo Mayer,R,188,ARG,26.11088296,84,611,105379,,,Aljaz Bedene,R,181,SLO,23.93429158,90,575,6-2 6-3 6-4,5,R128,117,13,4,92,58,47,20,14,6,6,7,3,85,51,34,16,13,3,7
2013-540,Wimbledon,Grass,128,G,20130624,27,103566,,,Michael Llodra,L,190,FRA,33.10061602,53,844,103813,,,Jarkko Nieminen,L,185,FIN,31.92060233,38,1075,7-6(3) 6-4 6-3,5,R128,93,17,4,82,51,43,21,16,0,1,3,3,96,62,44,18,15,3,6
2013-540,Wimbledon,Grass,128,G,20130624,28,104312,23,,Andreas Seppi,R,190,ITA,29.33880903,28,1380,104797,,,Denis Istomin,R,188,UZB,26.79534565,47,915,7-6(6) 7-6(3) 5-7 3-6 6-3,5,R128,198,13,5,174,107,84,36,27,4,7,17,2,154,96,78,32,27,3,5
2013-540,Wimbledon,Grass,128,G,20130624,29,105777,29,,Grigor Dimitrov,R,188,BUL,22.10814511,31,1330,104620,,,Simone Bolelli,R,183,ITA,27.70978782,89,577,6-1 6-4 6-3,5,R128,82,15,2,63,46,43,10,13,0,0,4,2,86,51,34,13,13,6,11
2013-540,Wimbledon,Grass,128,G,20130624,30,104813,,,Grega Zemlja,R,183,SLO,26.73511294,55,816,103188,,,Michael Russell,R,173,USA,35.14852841,95,565,6-7(3) 6-4 6-4 6-1,5,R128,150,18,5,136,92,67,20,20,9,11,10,5,129,85,60,17,19,4,10
2013-540,Wimbledon,Grass,128,G,20130624,31,105028,,,Jesse Levine,L,175,CAN,25.69199179,112,503,105550,,,Guido Pella,L,,ARG,23.10472279,76,674,6-4 6-2 4-6 3-6 4-3 RET,5,R128,167,18,10,146,92,63,29,22,15,19,15,3,130,84,58,26,22,3,8
2013-540,Wimbledon,Grass,128,G,20130624,32,105223,8,,Juan Martin Del Potro,R,198,ARG,24.75017112,8,3960,105077,,,Albert Ramos,L,188,ESP,25.43463381,62,755,6-2 7-5 6-1,5,R128,108,10,1,79,58,45,12,14,5,6,7,4,76,44,30,8,13,2,8
2013-540,Wimbledon,Grass,128,G,20130624,33,104327,,,Steve Darcis,R,178,BEL,29.28131417,135,418,104745,5,,Rafael Nadal,L,185,ESP,27.05817933,5,6895,7-6(4) 7-6(8) 6-4,5,R128,175,13,2,121,72,53,28,17,5,7,6,3,119,80,52,21,17,8,11
2013-540,Wimbledon,Grass,128,G,20130624,34,103997,,,Lukasz Kubot,R,190,POL,31.10746064,130,440,104214,,,Igor Andreev,R,185,RUS,29.94661191,416,87,6-1 7-5 6-2,5,R128,100,11,6,73,44,34,16,14,1,3,5,2,80,55,28,9,13,4,11
2013-540,Wimbledon,Grass,128,G,20130624,35,103565,,Q,Stephane Robert,R,185,FRA,33.10335387,165,316,104268,,,Alejandro Falla,L,185,COL,29.60985626,77,666,6-3 7-6(5) 7-5,5,R128,125,5,4,111,75,50,13,17,4,9,1,6,123,72,42,22,16,8,15
2013-540,Wimbledon,Grass,128,G,20130624,36,105332,25,,Benoit Paire,R,196,FRA,24.12867899,27,1380,104494,,,Adrian Ungur,R,178,ROU,28.41067762,94,568,6-4 4-6 6-3 6-1,5,R128,111,26,3,97,61,51,18,18,0,2,2,5,124,73,43,25,18,7,13
2013-540,Wimbledon,Grass,128,G,20130624,37,104545,18,,John Isner,R,206,USA,28.1615332,21,1735,105539,,,Evgeny Donskoy,R,185,RUS,23.1266256,66,729,6-1 7-6(5) 7-6(3),5,R128,103,22,1,95,71,55,19,16,0,0,4,4,95,62,47,15,15,2,4
2013-540,Wimbledon,Grass,128,G,20130624,38,105173,,,Adrian Mannarino,L,183,FRA,24.98562628,111,511,104665,,,Pablo Andujar,R,180,ESP,27.41683778,50,870,6-1 6-2 6-3,5,R128,90,6,0,57,36,31,17,12,0,0,1,3,83,50,32,12,12,7,13
2013-540,Wimbledon,Grass,128,G,20130624,39,104460,,Q,Dustin Brown,R,196,GER,28.54209446,189,261,104198,,,Guillermo Garcia Lopez,R,188,ESP,30.05612594,67,726,6-3 6-3 6-3,5,R128,75,9,2,76,57,47,12,14,3,3,4,4,66,44,32,10,13,3,7
2013-540,Wimbledon,Grass,128,G,20130624,40,103720,,,Lleyton Hewitt,R,180,AUS,32.32854209,70,710,104527,11,,Stanislas Wawrinka,R,183,SUI,28.24093087,10,2915,6-4 7-5 6-3,5,R128,132,5,1,99,56,37,26,15,8,10,12,2,105,63,41,20,16,9,15
2013-540,Wimbledon,Grass,128,G,20130624,41,104597,15,,Nicolas Almagro,R,183,ESP,27.84120465,16,2195,105132,,,Jurgen Zopp,R,190,EST,25.23750856,183,273,6-4 7-6(2) 7-5,5,R128,112,11,4,83,46,43,29,17,0,0,11,11,124,65,51,27,17,8,10
2013-540,Wimbledon,Grass,128,G,20130624,42,105558,,,Guillaume Rufin,R,188,FRA,23.08008214,85,589,104594,,,Marinko Matosevic,R,194,AUS,27.87679671,72,701,6-1 4-6 6-4 6-3,5,R128,155,6,9,115,54,42,26,18,8,12,6,3,118,62,43,22,18,6,14
2013-540,Wimbledon,Grass,128,G,20130624,43,103285,,,Radek Stepanek,R,185,CZE,34.57357974,45,920,105591,,Q,Matt Reid,U,,AUS,22.93771389,216,220,6-2 6-2 6-4,5,R128,92,8,1,73,48,37,17,13,2,2,12,7,85,51,34,12,13,7,12
2013-540,Wimbledon,Grass,128,G,20130624,44,105668,24,,Jerzy Janowicz,R,203,POL,22.61190965,22,1549,106378,,WC,Kyle Edmund,R,,GBR,18.45859001,385,99,6-2 6-2 6-4,5,R128,87,11,4,76,52,40,17,13,4,4,4,3,90,64,39,10,13,16,21
2013-540,Wimbledon,Grass,128,G,20130624,45,103781,,,Jurgen Melzer,L,183,AUT,32.09034908,37,1085,104926,30,,Fabio Fognini,R,178,ITA,26.0862423,30,1345,6-7(5) 7-5 6-3 6-2,5,R128,150,8,3,130,90,62,22,21,8,12,3,2,132,87,52,21,20,7,15
2013-540,Wimbledon,Grass,128,G,20130624,46,104714,,Q,Julian Reister,R,188,GER,27.22792608,121,461,104586,,,Lukas Rosol,R,196,CZE,27.91786448,35,1091,6-3 4-6 7-6(5) 6-7(4) 6-4,5,R128,210,22,10,196,134,102,27,27,14,17,21,13,181,106,79,40,26,13,17
2013-540,Wimbledon,Grass,128,G,20130624,47,104660,,,Sergiy Stakhovsky,R,193,UKR,27.46338125,116,488,104297,,,Rogerio Dutra Silva,R,178,BRA,29.38809035,100,550,6-4 6-0 6-4,5,R128,80,7,2,76,47,38,20,13,2,2,1,3,76,41,27,17,13,3,8
2013-540,Wimbledon,Grass,128,G,20130624,48,103819,3,,Roger Federer,R,185,SUI,31.87679671,3,7740,103812,,,Victor Hanescu,R,198,ROU,31.92607803,48,895,6-3 6-2 6-0,5,R128,69,7,0,56,39,35,14,12,0,0,3,1,61,52,26,3,11,2,8
2013-540,Wimbledon,Grass,128,G,20130624,49,104542,6,,Jo Wilfried Tsonga,R,188,FRA,28.18617385,7,4155,105676,,,David Goffin,R,163,BEL,22.54620123,83,611,7-6(4) 6-4 6-3,5,R128,114,18,2,92,63,54,15,15,1,1,2,3,99,70,46,19,16,3,6
2013-540,Wimbledon,Grass,128,G,20130624,50,105208,,,Ernests Gulbis,R,190,LAT,24.81587953,39,1026,104273,,,Edouard Roger Vasselin,R,188,FRA,29.57152635,71,708,7-6(1) 6-4 7-5,5,R128,147,20,6,119,77,59,20,17,9,11,5,5,111,73,48,21,17,4,8
2013-540,Wimbledon,Grass,128,G,20130624,51,104269,,,Fernando Verdasco,L,188,ESP,29.60711841,54,825,103598,,,Xavier Malisse,R,185,BEL,32.93086927,61,770,6-7(5) 6-1 6-4 6-3,5,R128,139,20,7,116,73,58,21,19,1,2,7,1,124,78,48,24,19,5,11
2013-540,Wimbledon,Grass,128,G,20130624,52,103898,31,,Julien Benneteau,R,185,FRA,31.50992471,33,1200,104735,,,Tobias Kamke,R,180,GER,27.09377139,68,721,6-4 6-7(5) 6-4 6-2,5,R128,162,12,6,136,86,65,26,20,5,7,3,2,123,85,60,14,20,6,12
2013-540,Wimbledon,Grass,128,G,20130624,53,104338,22,,Juan Monaco,R,185,ARG,29.23750856,20,1740,104226,,Q,Bastian Knittel,L,,GER,29.87816564,210,225,6-4 6-2 6-3,5,R128,97,6,2,76,59,46,9,13,0,1,4,12,93,54,33,17,14,8,14
2013-540,Wimbledon,Grass,128,G,20130624,54,104330,,,Rajeev Ram,R,193,USA,29.26762491,86,586,105041,,,Lukas Lacko,R,185,SVK,25.63997262,79,635,7-5 6-4 6-7(2) 6-2,5,R128,147,16,0,120,80,64,23,21,2,3,13,2,136,87,66,18,21,11,16
2013-540,Wimbledon,Grass,128,G,20130624,55,104932,,,Kenny De Schepper,L,203,FRA,26.07255305,80,627,103893,,,Paolo Lorenzi,R,183,ITA,31.52361396,73,701,7-6(6) 6-4 6-2,5,R128,124,22,6,107,72,56,21,15,6,6,4,2,98,53,40,22,15,5,8
2013-540,Wimbledon,Grass,128,G,20130624,56,105227,10,,Marin Cilic,R,198,CRO,24.73648186,12,2470,104571,,,Marcos Baghdatis,R,183,CYP,28.01916496,40,995,6-3 6-4 6-4,5,R128,93,16,2,80,56,45,16,15,0,1,4,5,71,43,31,16,14,2,6
2013-540,Wimbledon,Grass,128,G,20130624,57,104678,,,Viktor Troicki,R,193,SRB,27.36755647,44,935,104386,14,,Janko Tipsarevic,R,180,SRB,29.00479124,14,2390,6-3 6-4 7-6(5),5,R128,114,15,2,95,67,55,16,16,4,4,3,1,101,62,47,21,15,8,10
2013-540,Wimbledon,Grass,128,G,20130624,58,105723,,,Andrey Kuznetsov,R,185,RUS,22.33538672,78,663,103656,,,Albert Montanes,R,175,ESP,32.57494867,51,862,6-3 6-4 3-6 6-3,5,R128,114,21,3,107,67,56,21,19,7,9,7,8,115,84,59,14,18,12,16
2013-540,Wimbledon,Grass,128,G,20130624,59,105577,,,Vasek Pospisil,R,193,CAN,23.00342231,103,546,102967,,Q,Marc Gicquel,R,188,FRA,36.23545517,131,438,6-3 6-2 7-6(3),5,R128,108,25,3,88,62,56,11,15,5,6,7,6,119,70,41,27,14,8,12
2013-540,Wimbledon,Grass,128,G,20130624,60,104022,20,,Mikhail Youzhny,R,183,RUS,30.99794661,26,1415,104898,,,Robin Haase,R,190,NED,26.21765914,58,797,6-4 7-5 7-5,5,R128,138,9,3,92,62,53,17,17,2,2,7,2,123,84,61,15,17,18,21
2013-540,Wimbledon,Grass,128,G,20130624,61,103990,32,,Tommy Robredo,R,180,ESP,31.14852841,29,1355,104166,,,Alex Bogomolov Jr,R,178,RUS,30.17111567,81,622,6-2 6-2 6-4,5,R128,87,6,0,65,50,40,12,13,0,0,1,4,75,59,35,8,13,9,14
2013-540,Wimbledon,Grass,128,G,20130624,62,103917,,WC,Nicolas Mahut,R,190,FRA,31.42231348,124,460,104225,,,Jan Hajek,R,180,CZE,29.88090349,96,564,6-2 6-4 6-3,5,R128,90,17,3,68,49,44,10,13,1,1,4,0,79,55,34,14,14,3,8
2013-540,Wimbledon,Grass,128,G,20130624,63,104229,,,Yen Hsun Lu,R,180,TPE,29.86173854,75,683,104868,,WC,James Ward,R,190,GBR,26.37097878,219,218,6-7(4) 6-4 7-6(11) 7-6(4),5,R128,215,12,3,169,113,85,31,23,12,13,18,4,168,104,77,35,23,13,15
2013-540,Wimbledon,Grass,128,G,20130624,64,104918,2,,Andy Murray,R,190,GBR,26.11088296,2,8560,103794,,,Benjamin Becker,R,178,GER,32.02190281,92,570,6-4 6-3 6-2,5,R128,113,11,2,86,49,39,20,14,4,5,5,1,79,47,29,14,13,5,10
2013-540,Wimbledon,Grass,128,G,20130624,65,104925,1,,Novak Djokovic,R,188,SRB,26.091718,1,11830,104035,,Q,Bobby Reynolds,R,183,USA,30.93771389,156,346,7-6(2) 6-3 6-1,5,R64,114,12,0,73,43,39,22,14,0,0,8,5,121,82,53,15,14,14,18
2013-540,Wimbledon,Grass,128,G,20130624,66,104871,28,,Jeremy Chardy,R,188,FRA,26.36276523,25,1441,105526,,Q,Jan Lennard Struff,R,,GER,23.16495551,115,489,6-2 5-7 7-6(6) 7-6(4),5,R64,181,23,9,134,85,67,31,22,3,5,12,5,152,86,64,35,22,7,10
2013-540,Wimbledon,Grass,128,G,20130624,67,103852,,,Feliciano Lopez,L,188,ESP,31.75906913,32,1245,103908,,,Paul Henri Mathieu,R,185,FRA,31.44695414,82,616,6-3 5-1 RET,5,R64,56,13,1,33,21,19,9,7,0,0,3,4,47,21,13,12,8,2,6
2013-540,Wimbledon,Grass,128,G,20130624,68,103163,13,,Tommy Haas,R,188,GER,35.22518823,13,2425,104499,,Q,Jimmy Wang,R,178,TPE,28.37234771,151,358,6-3 6-2 7-5,5,R64,91,14,2,74,40,38,23,15,0,0,7,3,89,62,40,12,14,4,8
2013-540,Wimbledon,Grass,128,G,20130624,69,104755,9,,Richard Gasquet,R,185,FRA,27.01711157,9,3135,104424,,Q,Go Soeda,R,178,JPN,28.79945243,129,442,6-0 6-3 6-7(5) 6-3,5,R64,148,11,5,107,61,47,23,19,2,6,2,3,124,69,45,20,17,9,18
2013-540,Wimbledon,Grass,128,G,20130624,70,106071,,,Bernard Tomic,R,193,AUS,20.67351129,59,780,103484,,,James Blake,R,185,USA,33.48939083,87,583,6-3 6-4 7-5,5,R64,96,4,0,99,71,54,13,16,3,5,11,4,94,55,37,16,15,3,8
2013-540,Wimbledon,Grass,128,G,20130624,71,104731,27,,Kevin Anderson,R,203,RSA,27.10198494,23,1510,104308,,Q,Michal Przysiezny,R,185,POL,29.35249829,127,445,6-4 7-6(2) 6-4,5,R64,111,15,2,85,59,49,18,16,0,1,6,4,98,59,42,21,16,3,6
2013-540,Wimbledon,Grass,128,G,20130624,72,104607,7,,Tomas Berdych,R,196,CZE,27.76728268,6,4515,104978,,,Daniel Brands,R,196,GER,25.93839836,57,803,7-6(6) 6-4 6-2,5,R64,111,15,1,81,47,40,26,15,0,1,19,1,101,76,53,11,15,7,11
2013-540,Wimbledon,Grass,128,G,20130624,73,103970,4,,David Ferrer,R,175,ESP,31.22792608,4,7220,105138,,,Roberto Bautista Agut,R,,ESP,25.19370294,60,778,6-3 3-6 7-6(4) 7-5,5,R64,179,6,4,131,84,64,22,21,3,7,2,1,142,108,67,20,21,8,13
2013-540,Wimbledon,Grass,128,G,20130624,74,105238,26,,Alexandr Dolgopolov,R,180,UKR,24.62696783,24,1500,105053,,,Santiago Giraldo,R,188,COL,25.5742642,91,570,6-4 7-5 6-3,5,R64,95,13,4,76,48,43,17,16,0,1,10,2,102,64,43,16,15,10,14
2013-540,Wimbledon,Grass,128,G,20130624,75,104997,,,Igor Sijsling,R,190,NED,25.85078713,64,747,105683,17,,Milos Raonic,R,196,CAN,22.49144422,15,2225,7-5 6-4 7-6(4),5,R64,129,17,2,94,63,52,23,17,4,4,22,4,109,74,57,17,17,3,5
2013-540,Wimbledon,Grass,128,G,20130624,76,104471,,,Ivan Dodig,R,183,CRO,28.47364819,49,888,106045,,Q,Denis Kudla,R,180,USA,20.85147159,105,538,6-1 7-6(4) 7-5,5,R64,126,24,4,114,70,55,22,16,5,7,3,5,106,60,39,24,15,8,13
2013-540,Wimbledon,Grass,128,G,20130624,77,105453,12,,Kei Nishikori,R,178,JPN,23.48528405,11,2495,104919,,,Leonardo Mayer,R,188,ARG,26.11088296,84,611,7-6(5) 6-4 6-2,5,R64,142,2,5,106,71,51,19,15,3,5,5,5,106,69,44,15,15,7,12
2013-540,Wimbledon,Grass,128,G,20130624,78,104312,23,,Andreas Seppi,R,190,ITA,29.33880903,28,1380,103566,,,Michael Llodra,L,190,FRA,33.10061602,53,844,7-5 RET,5,R64,49,1,0,45,28,16,12,6,0,1,6,1,36,23,17,4,6,4,6
2013-540,Wimbledon,Grass,128,G,20130624,79,104813,,,Grega Zemlja,R,183,SLO,26.73511294,55,816,105777,29,,Grigor Dimitrov,R,188,BUL,22.10814511,31,1330,3-6 7-6(4) 3-6 6-4 11-9,5,R64,244,19,5,188,105,83,48,29,16,18,22,6,190,126,99,37,31,8,10
2013-540,Wimbledon,Grass,128,G,20130624,80,105223,8,,Juan Martin Del Potro,R,198,ARG,24.75017112,8,3960,105028,,,Jesse Levine,L,175,CAN,25.69199179,112,503,6-2 7-6(7) 6-3,5,R64,119,13,0,86,59,46,16,15,2,3,13,7,100,61,41,16,14,7,11
2013-540,Wimbledon,Grass,128,G,20130624,81,103997,,,Lukasz Kubot,R,190,POL,31.10746064,130,440,104327,,,Steve Darcis,R,178,BEL,29.28131417,135,418, W/O,5,R64,,,,,,,,,,,,,,,,,,,
2013-540,Wimbledon,Grass,128,G,20130624,82,105332,25,,Benoit Paire,R,196,FRA,24.12867899,27,1380,103565,,Q,Stephane Robert,R,185,FRA,33.10335387,165,316,6-4 7-5 6-4,5,R64,100,12,2,105,60,49,23,16,4,4,4,4,98,60,42,23,16,3,6
2013-540,Wimbledon,Grass,128,G,20130624,83,105173,,,Adrian Mannarino,L,183,FRA,24.98562628,111,511,104545,18,,John Isner,R,206,USA,28.1615332,21,1735,1-1 RET,5,R64,15,1,1,5,4,4,0,1,0,0,1,0,5,4,4,1,1,0,0
2013-540,Wimbledon,Grass,128,G,20130624,84,104460,,Q,Dustin Brown,R,196,GER,28.54209446,189,261,103720,,,Lleyton Hewitt,R,180,AUS,32.32854209,70,710,6-4 6-4 6-7(3) 6-2,5,R64,146,21,5,146,93,71,25,20,9,10,12,4,130,72,52,29,20,1,6
2013-540,Wimbledon,Grass,128,G,20130624,85,104597,15,,Nicolas Almagro,R,183,ESP,27.84120465,16,2195,105558,,,Guillaume Rufin,R,188,FRA,23.08008214,85,589,7-5 6-7(6) 6-3 6-4,5,R64,149,21,4,125,86,71,20,22,1,3,17,6,123,78,63,18,21,5,10
2013-540,Wimbledon,Grass,128,G,20130624,86,105668,24,,Jerzy Janowicz,R,203,POL,22.61190965,22,1549,103285,,,Radek Stepanek,R,185,CZE,34.57357974,45,920,6-2 5-3 RET,5,R64,75,7,2,42,28,26,7,8,0,0,1,3,65,40,26,10,8,5,8
2013-540,Wimbledon,Grass,128,G,20130624,87,103781,,,Jurgen Melzer,L,183,AUT,32.09034908,37,1085,104714,,Q,Julian Reister,R,188,GER,27.22792608,121,461,3-6 7-6(2) 7-6(5) 6-2,5,R64,166,12,1,138,89,60,33,20,8,9,10,5,147,103,68,27,21,10,12
2013-540,Wimbledon,Grass,128,G,20130624,88,104660,,,Sergiy Stakhovsky,R,193,UKR,27.46338125,116,488,103819,3,,Roger Federer,R,185,SUI,31.87679671,3,7740,6-7(5) 7-6(5) 7-5 7-6(5),5,R64,180,17,2,165,109,83,36,24,7,8,16,1,158,114,91,24,24,5,7
2013-540,Wimbledon,Grass,128,G,20130624,89,105208,,,Ernests Gulbis,R,190,LAT,24.81587953,39,1026,104542,6,,Jo Wilfried Tsonga,R,188,FRA,28.18617385,7,4155,3-6 6-3 6-3 RET,5,R64,119,12,8,85,52,40,17,14,8,10,9,5,84,57,40,13,13,5,8
