tourney_name,winner_id,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
Roland Garros,104468,R,183,FRA,31.40314853,18,1945,104297,R,178,BRA,32.30116359,85,686,7-6(5) 6-4 6-2,R128,159,4,4,114,56,33,31,15,7,12,0,5,99,57,31,18,15,5,13
Roland Garros,105550,L,,ARG,26.01779603,48,899,106043,R,,ARG,23.76728268,63,781,6-2 3-6 6-2 6-3,R128,142,5,1,100,72,54,14,17,6,9,1,2,106,72,41,15,17,8,15
Roland Garros,105583,R,180,SRB,25.8973306,81,701,106045,R,180,USA,23.76454483,53,855,6-4 6-3 6-3,R128,101,1,1,86,61,43,17,14,4,5,4,3,78,46,29,16,14,6,11
Roland Garros,104678,R,193,SRB,30.28062971,24,1535,105777,R,188,BUL,25.02121834,36,1150,2-6 6-3 5-7 7-5 6-3,R128,225,7,2,177,119,74,30,25,11,17,7,10,161,99,67,27,25,5,12
Roland Garros,104871,R,188,FRA,29.27583847,32,1265,104919,R,188,ARG,29.02395619,68,755,6-4 3-6 6-4 6-2,R128,160,8,9,111,63,54,21,19,7,9,9,3,121,82,57,18,18,7,12
Roland Garros,106361,R,,CZE,21.62354552,132,442,106148,R,,ESP,23.16769336,114,523,6-2 4-6 6-3 1-6 6-1,R128,189,7,2,155,102,66,26,21,13,19,0,2,135,95,54,20,20,9,17
Roland Garros,106121,R,,JPN,23.31827515,93,614,105373,L,190,SVK,26.86652977,45,960,3-6 4-6 7-5 6-4 3-0 RET,R128,189,7,2,136,86,58,22,22,10,17,10,6,135,81,52,22,22,3,11
Roland Garros,104527,R,183,SUI,31.15400411,4,6315,104586,R,196,CZE,30.83093771,59,815,4-6 6-1 3-6 6-3 6-4,R128,191,9,4,142,90,70,28,23,8,10,9,1,171,106,64,38,22,12,16
Roland Garros,105453,R,178,JPN,26.39835729,6,4470,104620,R,183,ITA,30.62286105,115,522,6-1 7-5 6-3,R128,120,4,3,86,45,36,24,14,3,4,1,2,90,55,35,13,14,3,9
Roland Garros,105723,R,185,RUS,25.24845996,40,1063,103794,R,178,GER,34.93497604,96,600,6-2 6-2 6-4,R128,80,7,3,71,39,32,22,13,1,2,7,3,77,54,29,10,13,2,8
Roland Garros,104471,R,183,CRO,31.38672142,77,708,104022,R,183,RUS,33.91101985,78,707,6-4 5-7 7-5 2-6 6-3,R128,256,13,6,179,110,76,31,26,12,18,4,8,172,103,66,38,25,8,15
Roland Garros,104269,L,188,ESP,32.52019165,52,855,105449,R,188,USA,26.41204654,34,1190,7-5 6-4 7-5,R128,140,5,3,101,74,51,20,17,6,7,5,5,116,76,51,19,17,9,13
Roland Garros,106401,R,,AUS,21.07323751,19,1855,106065,R,,ITA,23.6440794,124,478,7-6(6) 7-6(6) 6-4,R128,142,16,2,100,64,52,27,17,1,1,5,2,134,79,54,31,17,12,13
Roland Garros,104997,R,190,NED,28.76386037,123,484,104494,R,178,ROU,31.32375086,203,264,6-1 6-2 7-6(5),R128,102,3,8,97,59,41,19,14,2,5,2,4,99,60,33,15,13,8,15
Roland Garros,106216,R,,USA,22.84462697,103,567,105023,R,198,USA,28.62696783,37,1135,6-3 6-1 6-7(3) 6-3,R128,124,3,3,119,68,47,35,19,9,10,11,3,106,67,52,13,18,8,14
Roland Garros,104755,R,185,FRA,29.9301848,12,2725,105064,L,188,BRA,28.39698836,57,825,6-1 6-3 6-4,R128,128,3,0,88,59,41,13,13,7,9,1,4,88,52,27,16,13,9,16
Roland Garros,104545,R,206,USA,31.07460643,17,1965,105357,R,183,AUS,26.94045175,61,796,6-7(4) 7-6(12) 7-6(7) 7-5,R128,200,40,5,158,115,94,22,24,3,6,5,2,173,125,78,37,24,6,10
Roland Garros,106378,R,,GBR,21.37166324,82,701,105932,R,,RUS,24.24640657,104,563,7-6(4) 6-7(7) 7-5 6-1,R128,167,16,5,132,82,70,27,22,3,4,4,7,144,91,62,27,21,7,11
Roland Garros,104559,R,188,RUS,31.00068446,79,706,105385,L,183,USA,26.83367556,76,712,7-6(1) 6-2 6-3,R128,114,8,6,90,43,34,23,15,4,8,2,6,99,56,34,16,14,9,16
Roland Garros,105332,R,196,FRA,27.04175222,21,1641,105430,R,,MDA,26.52977413,137,423,6-2 4-6 6-4 1-6 6-4,R128,179,9,10,147,60,39,41,23,7,16,2,6,140,87,48,26,22,9,19
Roland Garros,103333,R,208,CRO,37.23203285,28,1280,103656,R,175,ESP,35.4880219,98,592,6-2 7-6(7) 7-6(5),R128,108,31,3,93,60,59,19,16,1,2,3,3,104,77,56,15,16,3,6
Roland Garros,111442,R,,AUS,22.091718,94,608,111513,R,,SRB,20.97467488,215,249,6-3 6-4 7-5,R128,128,6,1,90,61,44,21,16,2,3,1,4,92,56,35,21,15,3,7
Roland Garros,106288,R,,FRA,22.34360027,164,326,105515,U,,ESP,26.13278576,216,249,7-5 7-6(5) 7-6(6),R128,206,4,4,120,73,49,19,18,3,9,2,0,146,98,55,24,18,10,17
Roland Garros,104918,R,190,GBR,29.02395619,2,8435,103285,R,185,CZE,37.48665298,128,459,3-6 3-6 6-0 6-3 7-5,R128,221,14,2,138,91,64,26,23,4,8,4,8,149,92,59,25,22,4,10
Roland Garros,104925,R,188,SRB,29.00479124,1,16150,104327,R,178,BEL,32.19438741,161,331,7-5 6-3 6-4,R64,137,4,4,105,70,47,20,16,2,4,3,5,98,54,34,22,15,7,12
Roland Garros,105379,R,181,GBR,26.84736482,66,765,105807,R,,ESP,24.86516085,43,995,7-6(4) 6-3 4-6 5-7 6-2,R64,199,23,1,150,80,64,35,26,9,14,10,2,145,87,63,24,25,4,11
Roland Garros,106432,R,,CRO,19.52087611,47,935,106071,R,193,AUS,23.58658453,22,1625,3-6 6-2 7-6(4) 7-6(6),R64,166,17,7,127,81,59,29,21,3,5,15,2,146,95,69,26,20,10,13
Roland Garros,105138,R,,ESP,28.10677618,16,2015,103908,R,185,FRA,34.36002738,65,771,7-6(5) 6-4 6-1,R64,142,6,1,101,64,47,19,15,6,8,2,5,93,51,33,19,14,3,9
Roland Garros,103970,R,175,ESP,34.14099932,11,2740,104338,R,185,ARG,32.15058179,92,620,6-7(4) 6-3 6-4 6-2,R64,192,6,3,137,92,58,18,20,11,17,1,1,146,110,56,16,19,10,21
Roland Garros,103852,L,188,ESP,34.67214237,23,1550,103607,R,173,DOM,35.80561259,87,670,6-3 7-6(8) 6-3,R64,150,15,0,105,69,57,18,15,4,5,4,1,124,84,53,22,15,10,13
Roland Garros,104655,R,180,URU,30.39014374,27,1450,111460,R,,FRA,19.57289528,154,347,7-6(4) 6-3 7-6(6),R64,141,19,5,111,62,53,28,17,2,3,11,9,132,81,57,26,16,11,13
Roland Garros,104607,R,196,CZE,30.68035592,8,2850,104291,R,185,TUN,32.3394935,72,751,6-1 2-6 6-2 6-4,R64,134,11,1,95,51,42,25,17,3,5,1,3,95,51,38,17,16,10,15
Roland Garros,104745,L,185,ESP,29.97125257,5,5675,105487,L,,ARG,26.23408624,99,590,6-3 6-0 6-3,R64,104,0,2,72,56,39,9,12,7,9,2,3,77,50,23,12,12,2,10
Roland Garros,104719,R,190,ESP,30.11362081,56,844,103917,R,190,FRA,34.33538672,44,976,6-3 6-2 1-0 RET,R64,83,3,0,44,29,19,10,9,0,2,1,3,70,42,18,13,9,7,13
Roland Garros,100644,R,,GER,19.09103354,41,1060,103565,R,185,FRA,36.0164271,90,628,6-1 3-6 6-1 6-4,R64,129,5,2,99,60,47,18,17,5,8,11,7,100,48,35,20,16,5,12
Roland Garros,106233,R,,AUT,22.71868583,15,2430,104198,R,188,ESP,32.96919918,51,865,7-5 6-4 7-6(3),R64,145,7,7,113,57,40,31,17,6,9,5,4,112,52,37,28,17,7,12
Roland Garros,105676,R,163,BEL,25.45927447,13,2570,104122,R,183,ARG,33.30047912,126,462,7-5 6-1 6-4,R64,122,4,2,80,39,29,25,15,3,5,4,0,93,69,41,10,14,8,15
Roland Garros,104597,R,183,ESP,30.75427789,49,899,106210,L,,CZE,22.86926762,60,815,6-4 6-4 6-3,R64,128,7,2,73,39,29,24,15,2,4,10,8,123,76,43,24,14,13,19
Roland Garros,105208,R,190,LAT,27.72895277,80,701,105311,R,,POR,27.14852841,29,1275,6-2 7-5 6-3,R64,109,16,2,68,41,35,19,15,2,3,3,1,97,60,40,14,14,7,13
Roland Garros,104542,R,188,FRA,31.09924709,7,3355,104571,R,183,CYP,30.93223819,39,1067,6-7(6) 3-6 6-3 6-2 6-2,R64,206,5,5,147,95,70,26,23,6,9,11,3,148,81,60,28,23,10,17
Roland Garros,105683,R,196,CAN,25.40451745,9,2785,105173,L,183,FRA,27.89869952,58,825,6-1 7-6(0) 6-1,R64,96,7,1,85,54,41,22,13,0,0,4,3,70,45,30,9,13,3,7
Roland Garros,105413,R,180,SVK,26.67214237,133,438,106298,R,,FRA,22.24503765,31,1266,6-3 7-5 6-3,R64,135,1,2,115,76,50,22,15,10,12,3,4,93,48,29,20,15,2,8
Roland Garros,106058,R,185,USA,23.6605065,25,1505,104460,R,196,GER,31.45516769,116,520,6-3 7-6(5) 6-2,R64,110,6,5,97,59,53,11,15,4,6,4,2,106,74,46,11,14,9,15
Roland Garros,105077,L,188,ESP,28.34770705,55,853,105477,R,,ARG,26.30800821,166,323,6-3 6-4 7-5,R64,169,4,2,121,74,45,27,16,7,10,3,3,122,76,45,22,15,15,21
Roland Garros,104468,R,183,FRA,31.40314853,18,1945,105550,L,,ARG,26.01779603,48,899,4-6 1-6 7-5 7-6(4) 6-4,R64,272,9,4,194,117,78,32,26,11,19,2,2,165,115,76,27,25,10,17
Roland Garros,104678,R,193,SRB,30.28062971,24,1535,105583,R,180,SRB,25.8973306,81,701,6-7(4) 6-3 6-0 RET,R64,119,2,1,94,56,40,22,14,5,7,5,3,88,56,32,16,13,3,9
Roland Garros,104871,R,188,FRA,29.27583847,32,1265,106361,R,,CZE,21.62354552,132,442,6-4 6-2 6-4,R64,91,8,2,67,45,40,16,14,0,0,5,4,84,55,42,12,14,6,10
Roland Garros,104527,R,183,SUI,31.15400411,4,6315,106121,R,,JPN,23.31827515,93,614,7-6(7) 6-3 6-4,R64,127,12,1,93,59,48,21,16,2,3,7,2,121,76,50,24,15,13,17
Roland Garros,105453,R,178,JPN,26.39835729,6,4470,105723,R,185,RUS,25.24845996,40,1063,6-3 6-3 6-3,R64,108,2,1,93,59,43,18,14,7,9,4,3,79,41,25,18,13,2,8
Roland Garros,104269,L,188,ESP,32.52019165,52,855,104471,R,183,CRO,31.38672142,77,708,6-2 6-1 6-3,R64,100,5,0,67,52,40,11,12,5,6,5,1,75,49,25,14,12,10,17
Roland Garros,106401,R,,AUS,21.07323751,19,1855,104997,R,190,NED,28.76386037,123,484,6-3 6-2 6-1,R64,70,11,0,67,45,36,15,12,1,1,4,4,78,39,26,14,12,7,13
Roland Garros,104755,R,185,FRA,29.9301848,12,2725,106216,R,,USA,22.84462697,103,567,6-1 7-6(3) 6-3,R64,130,2,1,87,55,40,23,14,1,2,2,2,97,49,30,25,14,7,11
Roland Garros,104545,R,206,USA,31.07460643,17,1965,106378,R,,GBR,21.37166324,82,701,6-4 6-4 6-4,R64,106,18,4,79,49,42,20,15,3,3,7,2,90,51,36,21,15,6,9
Roland Garros,104559,R,188,RUS,31.00068446,79,706,105332,R,196,FRA,27.04175222,21,1641,6-3 6-2 3-6 6-2,R64,142,6,3,112,58,46,26,17,10,13,8,5,126,64,38,30,17,15,22
Roland Garros,103333,R,208,CRO,37.23203285,28,1280,111442,R,,AUS,22.091718,94,608,6-7(2) 6-3 7-6(3) 6-7(4) 12-10,R64,271,41,10,217,145,120,36,34,9,10,12,4,204,132,108,37,33,8,11
Roland Garros,104918,R,190,GBR,29.02395619,2,8435,106288,R,,FRA,22.34360027,164,326,6-2 2-6 4-6 6-2 6-3,R64,214,3,4,139,82,56,27,22,9,14,5,4,136,96,62,20,21,9,16
Roland Garros,104925,R,188,SRB,29.00479124,1,16150,105379,R,181,GBR,26.84736482,66,765,6-2 6-3 6-3,R32,122,5,0,93,71,48,12,13,5,7,8,2,92,53,34,11,13,10,17
Roland Garros,105138,R,,ESP,28.10677618,16,2015,106432,R,,CRO,19.52087611,47,935,6-2 6-3 6-3,R32,119,3,1,76,54,44,10,13,1,2,6,3,82,50,26,16,13,6,12
Roland Garros,103970,R,175,ESP,34.14099932,11,2740,103852,L,188,ESP,34.67214237,23,1550,6-4 7-6(6) 6-1,R32,143,4,5,90,57,44,15,15,1,3,6,1,116,74,45,19,14,7,13
Roland Garros,104607,R,196,CZE,30.68035592,8,2850,104655,R,180,URU,30.39014374,27,1450,4-6 6-3 6-2 7-5,R32,165,10,5,130,74,61,30,20,8,9,5,0,112,63,41,30,19,6,10
Roland Garros,104719,R,190,ESP,30.11362081,56,844,104745,L,185,ESP,29.97125257,5,5675,W/O,R32,,,,,,,,,,,,,,,,,,,
Roland Garros,106233,R,,AUT,22.71868583,15,2430,100644,R,,GER,19.09103354,41,1060,6-7(4) 6-3 6-3 6-3,R32,169,6,2,132,78,56,34,20,7,8,6,5,121,72,49,22,19,10,15
Roland Garros,105676,R,163,BEL,25.45927447,13,2570,104597,R,183,ESP,30.75427789,49,899,6-2 4-6 6-3 4-6 6-2,R32,174,10,4,135,79,58,32,23,9,13,17,9,125,63,46,30,22,7,14
Roland Garros,105208,R,190,LAT,27.72895277,80,701,104542,R,188,FRA,31.09924709,7,3355,2-5 RET,R32,40,3,2,20,14,8,2,4,3,4,0,0,38,29,21,2,3,5,5
Roland Garros,105683,R,196,CAN,25.40451745,9,2785,105413,R,180,SVK,26.67214237,133,438,7-6(4) 6-2 6-3,R32,161,7,3,100,59,41,20,15,5,8,0,6,114,79,38,17,14,12,19
Roland Garros,105077,L,188,ESP,28.34770705,55,853,106058,R,185,USA,23.6605065,25,1505,6-7(2) 6-4 6-4 4-6 6-4,R32,251,8,7,172,116,83,27,26,16,21,10,2,181,118,78,31,26,9,16
Roland Garros,104678,R,193,SRB,30.28062971,24,1535,104468,R,183,FRA,31.40314853,18,1945,6-4 6-2 6-2,R32,131,4,3,87,49,39,17,13,5,6,0,3,96,69,34,16,13,8,14
Roland Garros,104527,R,183,SUI,31.15400411,4,6315,104871,R,188,FRA,29.27583847,32,1265,6-4 6-3 7-5,R32,119,4,2,80,48,36,24,16,2,4,6,2,101,65,45,12,15,4,9
Roland Garros,105453,R,178,JPN,26.39835729,6,4470,104269,L,188,ESP,32.52019165,52,855,6-3 6-4 3-6 2-6 6-4,R32,201,4,7,151,96,61,24,23,11,19,7,7,154,105,69,19,23,10,18
Roland Garros,104755,R,185,FRA,29.9301848,12,2725,106401,R,,AUS,21.07323751,19,1855,6-2 7-6(7) 6-2,R32,130,8,2,100,61,46,22,14,3,4,8,0,99,71,46,14,14,7,12
Roland Garros,104545,R,206,USA,31.07460643,17,1965,104559,R,188,RUS,31.00068446,79,706,7-6(7) 4-6 2-6 6-4 6-2,R32,187,34,4,150,103,77,23,24,6,10,4,4,138,100,75,19,24,5,9
Roland Garros,104918,R,190,GBR,29.02395619,2,8435,103333,R,208,CRO,37.23203285,28,1280,6-1 6-4 7-6(3),R32,116,8,2,85,64,56,12,15,0,0,14,5,89,57,44,15,14,7,10
Roland Garros,104925,R,188,SRB,29.00479124,1,16150,105138,R,,ESP,28.10677618,16,2015,3-6 6-4 6-1 7-5,R16,192,2,5,116,82,53,17,19,5,11,1,2,142,102,55,17,19,13,22
Roland Garros,104607,R,196,CZE,30.68035592,8,2850,103970,R,175,ESP,34.14099932,11,2740,6-3 7-5 6-3,R16,132,5,1,102,62,46,23,15,9,9,4,3,87,53,38,17,15,7,11
Roland Garros,106233,R,,AUT,22.71868583,15,2430,104719,R,190,ESP,30.11362081,56,844,6-2 6-7(2) 6-1 6-4,R16,171,3,3,120,71,54,30,19,6,7,2,3,125,78,53,21,18,10,16
Roland Garros,105676,R,163,BEL,25.45927447,13,2570,105208,R,190,LAT,27.72895277,80,701,4-6 6-2 6-2 6-3,R16,155,7,3,96,57,42,28,18,3,5,7,9,132,62,40,32,17,17,24
Roland Garros,105077,L,188,ESP,28.34770705,55,853,105683,R,196,CAN,25.40451745,9,2785,6-2 6-4 6-4,R16,139,2,2,98,67,49,15,14,6,7,7,4,96,62,39,16,14,9,14
Roland Garros,104527,R,183,SUI,31.15400411,4,6315,104678,R,193,SRB,30.28062971,24,1535,7-6(5) 6-7(7) 6-3 6-2,R16,176,19,4,140,84,60,34,21,3,5,9,3,135,85,61,18,20,5,10
Roland Garros,104755,R,185,FRA,29.9301848,12,2725,105453,R,178,JPN,26.39835729,6,4470,6-4 6-2 4-6 6-2,R16,154,6,2,97,59,43,25,18,3,6,3,4,109,77,48,16,18,6,13
Roland Garros,104918,R,190,GBR,29.02395619,2,8435,104545,R,206,USA,31.07460643,17,1965,7-6(9) 6-4 6-3,R16,160,9,6,108,65,54,26,16,5,5,18,4,126,87,64,15,15,8,10
Roland Garros,104925,R,188,SRB,29.00479124,1,16150,104607,R,196,CZE,30.68035592,8,2850,6-3 7-5 6-3,QF,126,0,1,81,49,35,21,15,4,6,4,3,81,46,31,13,15,2,8
Roland Garros,106233,R,,AUT,22.71868583,15,2430,105676,R,163,BEL,25.45927447,13,2570,4-6 7-6(7) 6-4 6-1,QF,171,2,3,142,91,60,25,20,7,13,3,9,135,74,50,23,19,9,17
Roland Garros,104527,R,183,SUI,31.15400411,4,6315,105077,L,188,ESP,28.34770705,55,853,6-2 6-1 7-6(7),QF,115,8,3,89,46,36,29,14,3,4,2,0,92,57,34,17,13,6,11
Roland Garros,104918,R,190,GBR,29.02395619,2,8435,104755,R,185,FRA,29.9301848,12,2725,5-7 7-6(3) 6-0 6-2,QF,203,11,4,120,70,52,27,19,5,8,2,4,138,88,47,29,19,11,18
Roland Garros,104925,R,188,SRB,29.00479124,1,16150,106233,R,,AUT,22.71868583,15,2430,6-2 6-1 6-4,SF,108,2,1,73,50,36,16,13,3,4,2,3,83,50,27,15,12,7,13
Roland Garros,104918,R,190,GBR,29.02395619,2,8435,104527,R,183,SUI,31.15400411,4,6315,6-4 6-2 4-6 6-2,SF,155,3,2,109,73,58,22,18,4,5,1,2,106,63,43,22,18,10,15
Roland Garros,104925,R,188,SRB,29.00479124,1,16150,104918,R,190,GBR,29.02395619,2,8435,3-6 6-1 6-2 6-4,F,183,4,3,110,76,49,20,17,7,10,5,3,109,55,34,22,17,7,14
Wimbledon,104925,R,188,SRB,29.10061602,1,16950,104868,R,190,GBR,29.3798768,177,309,6-0 7-6(3) 6-4,R128,122,7,1,89,58,45,19,14,8,9,10,5,103,59,39,18,14,5,10
Wimbledon,105173,L,183,FRA,27.9945243,55,880,106378,R,,GBR,21.46748802,68,758,6-2 7-5 6-4,R128,122,12,8,92,51,43,15,15,3,6,7,10,98,60,39,12,15,3,10
Wimbledon,105064,L,188,BRA,28.49281314,62,790,105074,L,,BEL,28.45174538,193,280,3-6 6-4 6-3 1-6 8-6,R128,159,6,4,119,75,60,29,25,1,4,8,6,152,98,70,32,24,6,9
Wimbledon,105023,R,198,USA,28.72279261,41,1075,104586,R,196,CZE,30.92676249,73,740,6-7(6) 6-7(5) 6-4 6-2 12-10,R128,201,33,5,165,103,89,39,32,0,3,13,9,220,137,102,39,32,15,22
Wimbledon,105732,R,,FRA,25.27857632,81,691,104259,R,178,GER,32.69815195,22,1600,7-5 6-3 3-6 6-3,R128,115,9,9,115,68,55,28,20,1,2,10,4,93,54,44,27,19,1,4
Wimbledon,106000,R,172,BIH,24.10403833,87,660,106045,R,180,USA,23.86036961,66,770,7-6(5) 7-5 2-6 1-6 6-3,R128,186,4,5,166,103,61,30,24,9,18,11,11,151,78,50,39,24,7,14
Wimbledon,103917,R,190,FRA,34.4312115,51,919,105454,R,183,AUS,26.48870637,260,200,7-6(0) 6-4 6-4,R128,119,8,2,83,49,41,23,16,0,1,12,8,109,62,45,21,16,3,6
Wimbledon,103970,R,175,ESP,34.23682409,14,2605,104534,R,175,ISR,31.23066393,63,781,6-2 6-1 6-1,R128,74,3,2,60,42,33,13,11,1,1,2,2,65,44,20,10,11,6,13
Wimbledon,105676,R,163,BEL,25.55509925,11,2780,105528,U,,GBR,26.16016427,245,215,6-2 6-3 6-2,R128,91,6,1,58,34,32,16,13,0,0,2,4,92,53,33,12,12,10,16
Wimbledon,104273,R,188,FRA,32.58042437,186,290,104559,R,188,RUS,31.09650924,103,571,1-6 6-3 6-4 6-4,R128,140,7,3,131,91,59,23,18,12,16,10,6,115,74,53,17,18,8,13
Wimbledon,104597,R,183,ESP,30.85010267,47,944,104297,R,178,BRA,32.39698836,89,654,6-3 7-6(6) 5-7 3-6 6-3,R128,185,14,7,160,89,66,41,26,4,7,11,3,163,107,81,28,25,5,9
Wimbledon,104797,R,188,UZB,29.80424367,116,531,104731,R,203,RSA,30.11088296,25,1505,4-6 6-7(13) 6-4 7-6(2) 6-3,R128,215,13,6,179,112,84,42,27,4,6,28,5,162,103,89,23,26,2,5
Wimbledon,106058,R,185,USA,23.75633128,26,1415,105208,R,190,LAT,27.82477755,61,811,6-4 6-4 6-4,R128,92,5,3,85,56,44,17,15,3,4,7,11,88,56,37,15,15,3,7
Wimbledon,104898,R,190,NED,29.22655715,98,615,106043,R,,ARG,23.86310746,71,746,2-6 6-2 6-3 2-6 7-5,R128,150,12,4,125,64,47,32,23,3,9,0,3,132,88,60,21,22,8,15
Wimbledon,104312,R,190,ITA,32.34770705,45,955,104198,R,188,ESP,33.06502396,58,855,6-2 6-4 6-0,R128,94,8,2,79,51,36,16,12,3,4,5,7,72,37,22,11,12,2,9
Wimbledon,105683,R,196,CAN,25.50034223,7,3175,105807,R,,ESP,24.96098563,46,950,7-6(4) 6-2 6-4,R128,113,27,2,94,67,53,17,15,2,2,6,1,102,67,46,14,15,8,11
Wimbledon,103819,R,185,SUI,34.88569473,3,6425,105550,L,,ARG,26.11362081,52,919,7-6(5) 7-6(3) 6-3,R128,125,12,0,94,60,53,23,17,0,0,5,1,119,75,50,27,16,8,9
Wimbledon,105650,L,,GBR,25.71663244,772,26,105575,R,175,LTU,26.01779603,54,890,6-3 6-3 6-4,R128,120,14,11,138,87,63,22,14,19,20,2,5,85,56,33,13,14,4,9
Wimbledon,105554,R,175,GBR,26.0971937,91,648,105526,R,,GER,26.17385353,86,661,6-3 6-7(6) 7-6(7) 7-5,R128,196,10,6,159,97,69,37,23,12,14,27,6,155,85,71,30,22,8,13
Wimbledon,105238,R,180,UKR,27.63586585,33,1215,105539,R,185,RUS,26.13552361,78,705,6-2 6-4 3-6 7-6(3),R128,119,13,4,99,64,53,23,20,3,5,8,3,120,78,56,23,19,7,11
Wimbledon,104871,R,188,FRA,29.37166324,34,1175,104792,R,193,FRA,29.82067077,16,2110,6-7(4) 6-0 4-6 6-1 6-2,R128,156,12,4,138,91,75,22,22,8,9,19,7,139,91,59,20,21,6,13
Wimbledon,105449,R,188,USA,26.50787132,29,1385,104291,R,185,TUN,32.43531828,60,824,7-5 7-6(2) 6-4,R128,127,9,7,101,63,49,17,17,3,7,8,5,106,60,45,17,17,3,9
Wimbledon,105777,R,188,BUL,25.11704312,37,1150,106216,R,,USA,22.94045175,112,537,6-3 6-4 6-2,R128,89,1,4,71,47,42,14,14,0,0,7,5,78,46,27,19,13,2,6
Wimbledon,104468,R,183,FRA,31.49897331,20,1720,104386,R,180,SRB,32.01368925,411,103,4-6 6-4 7-5 6-3,R128,209,6,2,149,89,59,35,21,8,11,6,4,122,64,44,30,20,3,8
Wimbledon,105227,R,198,CRO,27.74537988,13,2695,104548,R,190,USA,31.15947981,589,50,6-3 7-5 6-3,R128,109,18,4,88,53,47,19,15,6,6,4,5,91,53,34,19,15,4,8
Wimbledon,104660,R,193,UKR,30.47227926,94,635,106415,L,,JPN,20.75017112,122,506,6-3 6-4 6-4,R128,87,19,1,77,56,48,11,15,2,3,0,3,78,60,40,9,14,0,4
Wimbledon,105041,R,185,SVK,28.64887064,123,501,103893,R,183,ITA,34.53251198,49,940,6-4 6-7(5) 7-5 6-3,R128,174,10,1,120,73,55,27,22,4,7,10,3,141,87,57,25,21,4,11
Wimbledon,103333,R,208,CRO,37.32785763,32,1270,106432,R,,CRO,19.61670089,50,935,7-6(8) 7-6(7) 6-4,R128,132,26,0,101,65,53,30,17,1,1,4,1,104,75,58,21,17,2,3
Wimbledon,105723,R,185,RUS,25.34428474,42,1013,104655,R,180,URU,30.48596851,24,1555,6-3 3-6 5-7 6-3 6-4,R128,158,6,1,134,78,59,35,25,4,7,15,2,140,82,60,33,24,4,8
Wimbledon,104180,L,193,LUX,33.13620808,39,1090,105053,R,188,COL,28.58316222,129,464,4-6 6-7(3) 7-6(5) 6-3 15-13,R128,255,51,4,204,137,115,41,36,4,5,14,2,198,145,117,35,35,5,7
Wimbledon,103898,R,185,FRA,34.51882272,547,59,105011,R,185,UKR,28.80219028,84,679,6-4 6-2 7-6(8),R128,134,12,0,95,66,50,20,15,3,4,8,6,100,60,44,17,15,4,8
Wimbledon,105453,R,178,JPN,26.49418207,6,4155,105032,R,,AUS,28.6899384,124,498,6-4 6-3 7-5,R128,129,1,3,102,69,43,20,16,8,10,15,6,103,54,36,23,15,7,13
Wimbledon,106233,R,,AUT,22.81451061,8,3175,104252,R,190,GER,32.72826831,80,696,7-5 6-4 6-4,R128,96,14,3,85,60,52,14,16,0,0,3,7,97,60,47,17,16,3,6
Wimbledon,106210,L,,CZE,22.9650924,64,780,104997,R,190,NED,28.85968515,118,523,6-2 6-4 7-6(7),R128,123,21,3,104,70,53,19,15,7,7,1,3,100,64,46,17,15,5,8
Wimbledon,106261,R,,USA,22.63928816,145,390,106291,R,,AUS,22.40109514,221,241,4-6 6-4 7-5 6-4,R128,146,7,5,124,76,57,28,21,1,3,4,8,134,87,58,25,21,6,10
Wimbledon,105311,R,,POR,27.24435318,31,1275,104098,R,185,RUS,33.54140999,453,85,3-6 7-6(2) 4-6 6-3 7-5,R128,193,16,3,147,118,87,10,26,3,9,12,4,187,121,82,30,26,13,20
Wimbledon,100644,R,,GER,19.18685832,28,1385,103908,R,185,FRA,34.45585216,59,845,6-3 6-4 6-2,R128,96,20,2,85,58,46,12,14,5,7,3,8,86,48,26,19,13,3,9
Wimbledon,104022,R,183,RUS,34.00684463,70,753,104547,L,188,ARG,31.16769336,83,686,6-4 6-4 3-6 6-1,R128,141,5,0,106,75,56,19,18,5,6,11,2,102,77,51,16,18,2,6
Wimbledon,103794,R,178,GER,35.03080082,102,577,105487,L,,ARG,26.32991102,96,622,6-3 6-3 6-1,R128,80,11,1,78,56,46,9,13,3,3,0,3,80,52,30,15,12,5,10
Wimbledon,104607,R,196,CZE,30.7761807,9,2950,104471,R,183,CRO,31.4825462,74,724,7-6(5) 5-7 6-1 7-6(2),R128,203,14,6,131,70,59,30,22,7,12,18,4,157,106,68,20,21,10,17
Wimbledon,105138,R,,ESP,28.20260096,15,2150,111442,R,,AUS,22.18754278,88,657,6-3 6-3 6-3,R128,94,2,1,78,55,41,16,14,1,2,7,4,71,39,30,12,13,1,6
Wimbledon,105062,R,183,KAZ,28.50376454,57,867,105373,L,190,SVK,26.96235455,48,943,7-6(7) 7-6(5) 6-4,R128,170,5,5,154,104,65,22,17,17,22,12,1,114,78,52,21,17,3,7
